0;0;1;2;3;4;5;6;7;8;9
0;973;1;1;0;0;1;3;1;0;0
1;0;1129;3;0;1;1;1;0;0;0
2;7;6;992;5;1;0;2;16;3;0
3;0;1;2;970;1;19;0;7;7;3
4;0;7;0;0;944;0;3;5;1;22
5;1;1;0;12;2;860;5;1;6;4
6;4;2;0;0;3;5;944;0;0;0
7;0;14;6;2;4;0;0;992;0;10
8;6;1;3;14;5;13;3;4;920;5
9;2;5;1;6;10;5;1;11;1;967
